Comment;Sentiment
Never experienced an app like stc pay for international remittance;Positive
I just sent money now and no MTCN number came.. what is happening??;Negative
v nice and easily accessible;Positive
The worst customer service that I ever had  I was calling for three days and no one is answering 😡😡😡 I have a problem since the new update  I'm not receiving my money and I don't know where it did go when someone else send me some  solve the problem updating the app means better service not worsening it  if you want to compete with other Banks you should better study your situation and your services peace 🕊️ .;Positive
I sent money stc pay from riyad bank before 1 day but my stc pay wallet not showing balances why?;Negative
The best;Positive
This app is very bad don't download it how can u take the all week with out fixing anything yet u told us two days only;Negative
Good experience;Positive
"Fantastic AAP use full thanks for published ☺️☺️☺️ I'm from Nepal 🇳🇵";Positive
Very good app;Positive
Stuck my money;Negative
I top up my wallet last Feb. 15 but until now my wallet not increase..I call also costumer care and they said some technical issue but till now my wallet not increase..now I call costumer care many times but no one answer..my bank and stc pay also message me for my top up now how can I rate this app..costumer care not response also in chat boot??;Positive
Best app ever used.;Positive
How many day's wait for your maintenanc;Neutral
I transfer amount to local bank showing technical problem and deduct form stc pay account and afterwards message came your local transfer done till not receive in bank account customer care number not working!!!!;Positive
STC pay is the best but when they updated their system I can't no longer send money to my contacts for 2 months now.;Positive
Very good;Positive
الدعم حقهم يرد بعد ساعة على الاقل مشاكلهم التقنية كثيرة مافي احد تقدر تراجعه;Neutral
Very good 👍;Positive
Excellent;Positive
Easy to use vary good app;Positive
Too slow Service.;Neutral
Flexible;Positive
There is an error showing an error occured 30032 i tried to transfer money from alrajhi to stc pay but always that message is showing;Negative
Disappointed. Specially the last update made it Garbage.What the hell technical team are doing?? I cant use this app anymore.;Negative
Good service it's too fast and no hazzle;Positive
Stcpay are theif they stealing people's money on 15 February i transfer money to Mobile wallet to stcpay but till now i cannot receive anything and most worst thing is their no one to help you on support chat and toll free number;Positive
Jabardast App h bhai log;Neutral
Good;Positive
Excellent;Positive
Good;Positive
What happen stc pay i already transfer my money in stc pay but when i open the apps need to update and i update already but the apps cannot open.;Negative
Good;Positive
Vwry good;Positive
Excellent;Positive
Very helpful to send my money to my family;Positive
I'm so disappointed until now the money I've send in the Philippines didn't receive this day for 3 days waiting... If I know that this will happen I didn't trust to send the money for this app.;Negative
New update very bad;Negative
اوك;Neutral
Added money by saded but still not recieved. I make comment but developer hide;Negative
Safe ezy app;Positive
Worst customer service;Negative
Super;Positive
Easy way to send and receive. Service is very fast especially for international transactions.;Positive
Good;Positive
Stc pay you deserve 5 star;Negative
Good nice 👍;Positive
Very good anytym I want send money quickly;Positive
Good;Positive
Don't use this app because I sent the money three days ago and it hasn't arrived yet;Neutral
Good;Positive
Very useful app;Positive
I loved stc pay;Positive
after the updateit became bad to worst app....now👎;Negative
Worst app. this app is not showing my money in STC wallet . I have been facing this problem for 3 days but they are not yet responded;Negative
Easy to use...very effective 👌;Positive
With the new update I dont know why the send money was not converted from sar to peso. I send 74sar and the problem is when i send the transaction information to the receiver it shows that i send 74pesos which is ironically incorrect.. transaction in the stc pay system 74sar excluding the remittance fee of 17sar hope it will not have any problem to my receiver.. Hope so..;Neutral
